Column1;Course code;Course Name;Long descrition;Description;Prerequisites:;Semester;Format;CRN;Subject;Course;Type;Credits;Instructor;Status
267;NSCI 396 ;Undergraduate Research Project.;"Independent research project with a final written report. 
 
 Prerequisites: At least one term of undergraduate studies, a CGPA of at least 3.0, or permission of instructor to waive these requirements. A project proposal form must be completed by the student and instructor and approved by the unit head or his/her delegate before the start of the term. Instructors will list project-specific prerequisites with the project description.
 Restrictions: This course cannot be taken under the S/U option. Coordinator's permission required. Students cannot be supervised by the same instructor for two 396 Science courses. Open to students in programs offered by the Faculty of Science only.
 Note: To receive approval to register for this course, a student must present a research proposal to the Coordinator. Seehttps://www.mcgill.ca/neuroscience/research/nsci-396-research-project-form/ for instructions.
 
 3.000 Credit hours 
 
 Schedule Types: Research Course 
 
 Faculty of Science 
 Biology Department";Independent research project with a final written report. ;;;;4666;NSCI;396;Research Course;30;Joseph Alan  Dent;Active
268;NSCI 400D1 ;Neuroscience Seminar.;"Analysis of current research in neuroscience. 
 
 Fall/Winter
 Prerequisites: NSCI 200, 201, and 300
 Restriction: Open to students in their final year of a B.Sc. Major Neuroscience Program
 Students will demonstrate their understanding of neuroscience by writing critical analyses of selected published papers and research seminars.
 
 0.500 Credit hours 
 
 Schedule Types: Lecture, Seminar 
 
 Faculty of Science 
 Physiology Department";Analysis of current research in neuroscience. ;NSCI 200, 201, and 300; Fall/Winter;;5851;NSCI;400D1;Seminar;5;Per Jesper  Sjostrom;Active
269;PHAR 200 ;Introduction to Pharmacology 1.;"The objective of this course is to give U1 Pharmacology Major program students an appreciation of research in Pharmacology. The focus will be on contributions of this research to our understanding of how drugs work, strategies towards the discovery of new drugs, and/or on how use of current drugs may be improved based on this understanding. 
 
 Restriction(s): Only open to students in the BSc. Major in Pharmacology.
 
 1.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam 
 
 Faculty of Science 
 Pharmacology and Therapeutics Department";The objective of this course is to give U1 Pharmacology Major program students an appreciation of research in Pharmacology. The focus will be on contributions of this research to our understanding of how drugs work, strategies towards the discovery of new drugs, and/or on how use of current drugs may be improved based on this understanding. ;;;;4808;PHAR;200;Lecture;10;R. Anne  McKinney, Barbara F  Hales;Active
270;PHAR 300 ;Drug Action.;"Principles of pharmacology and toxicology. Frequently encountered drugs will be used as a focus to illustrate sites and mechanisms of action, distribution, metabolism, elimination and adverse side effects. 
 
 Fall
 Prerequisites: BIOL 200, PHGY 209, PHGY 210 and one of BIOL 201 or ANAT/BIOC 212 or permission of instructor.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam 
 
 Faculty of Science 
 Pharmacology and Therapeutics Department";"Principles of pharmacology and toxicology. Frequently encountered drugs will be used as a focus to illustrate sites and mechanisms of action, distribution, metabolism, elimination and adverse side effects. 
 ";"BIOL 200, PHGY 209, PHGY 210 and one of BIOL 201 or ANAT/BIOC 212 or permission of instructor.
 "; Fall;;4809;PHAR;300;Lecture;30;Edith  Zorychta, Barbara F  Hales;Active
271;PHAR 503 ;Drug Discovery and Development 1.;"Chemistry, mechanisms of action, and steps in drug discovery and development. 
 
 Fall
 Prerequisites: PHAR 301 or PHAR 303; or permission of instructor
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Small Group Teaching, Midterm Exam 
 
 Faculty of Science 
 Pharmacology and Therapeutics Department";Chemistry, mechanisms of action, and steps in drug discovery and development.;"PHAR 301 or PHAR 303; or permission of instructor"; Fall;;4811;PHAR;503;Lecture;30;Lisa Marie Munter;Active
272;PHAR 505 ;Structural Pharmacology.;"The course will cover approaches widely used in the pharmaceuticals industry, such as drug target selection, structure determination and medicinal chemistry. The basics of structural biology will be taught in a very visual and interactive manner, with an emphasis on drug:target interactions and chemical principles relevant to drug design. By the end of the course, the students will become familiar with the structure-based drug discovery process and principles of molecular pharmacology. 
 
 Prerequisite(s): PHAR 301, BIOC 311 or with permission of instructor
 Restriction(s): Not open to students who have taken or are taking PHAR 503.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture 
 
 Faculty of Science 
 Pharmacology and Therapeutics Department";The course will cover approaches widely used in the pharmaceuticals industry, such as drug target selection, structure determination and medicinal chemistry. The basics of structural biology will be taught in a very visual and interactive manner, with an emphasis on drug:target interactions and chemical principles relevant to drug design. By the end of the course, the students will become familiar with the structure-based drug discovery process and principles of molecular pharmacology.;PHAR 301, BIOC 311 or with permission of instructor;;;4812;PHAR;505;Lecture;30;Chris Roger Corbeil, Bastien  Castagner, Jean-Francois  Trempe;Active
273;PHAR 562 ;Neuropharmacology.;"Topics in pharmacology with an emphasis on molecular mechanisms of drug-action and cellular targets in the nervous system. 
 
 Fall
 Prerequisite: PHAR 301 or with permission of instructor.
 Restriction: Open to U3 students in the minor, major or honours program in Pharmacology, or with permission of instructor.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Small Group Teaching, Midterm Exam 
 
 Faculty of Science 
 Pharmacology and Therapeutics Department";Topics in pharmacology with an emphasis on molecular mechanisms of drug-action and cellular targets in the nervous system. ;PHAR 301 or with permission of instructor.; Fall;;4813;PHAR;562;Lecture;30;Derek  Bowie;Active
274;PHAR 563 ;Endocrine Pharmacology.;"This advanced course covers selected topics in pharmacology of reproductive, endocrine, and metabolic disorders. 
 
 Prerequisite: PHAR 301 or permission of the instructor(s)
 Restriction: Open to U3 students in the minor, major or honours program in Pharmacology, or with permission of instructor.
 Course material will be presented in the form of lectures and student-led presentations.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Small Group Teaching, Midterm Exam 
 
 Faculty of Science 
 Pharmacology and Therapeutics Department";This advanced course covers selected topics in pharmacology of reproductive, endocrine, and metabolic disorders. ;PHAR 301 or permission of the instructor(s);;;4814;PHAR;563;Lecture;30;Daniel  Bernard;Active
275;PHGY 209 ;Mammalian Physiology 1.;"Physiology of body fluids, blood, body defense mechanisms, muscle, peripheral, central, and autonomic nervous systems. 
 
 Fall
 3 hours lectures weekly
 Prerequisites: BIOL 112, CHEM 110, CHEM 120, PHYS 101 or PHYS 131, and PHYS 102 or PHYS 142. Pre-/co-requisites: BIOL 200, CHEM 212 or equivalent.
 Restriction: Not open to students who have taken PHGY 211 or students who are taking and who have taken NSCI 200.
 Restriction: For students in the Faculty of Science, and other students by permission of the instructor
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam, Optional Tutorial 
 All Sections for this Course 
 
 Faculty of Science 
 Physiology Department";Physiology of body fluids, blood, body defense mechanisms, muscle, peripheral, central, and autonomic nervous systems. ;BIOL 112, CHEM 110, CHEM 120, PHYS 101 or PHYS 131, and PHYS 102 or PHYS 142. Pre-/co-requisites: BIOL 200, CHEM 212 or equivalent.; Fall;;4825;PHGY;209;Lecture;30;Ann  Grisaru Wechsler, David S  Ragsdale, Melissa Ann Vollrath, Erik P. Cook, Alvin  Shrier;Active
279;PHGY 212 ;Introductory Physiology Laboratory 1.;"Exercises illustrating fundamental principles in physiology: Biological Signals Acquisitions, Blood, Immunology, Neurophysiology, Neuromuscular Physiology. 
 
 (One 3-hour lab and one 1-hour lecture every second week.)
 Corequisite: PHGY 209.
 Restrictions: Required for Physiology students enrolled in PHGY 209. Open to BA &Sc. students and to others by permission of the instructor. Not open to students who have taken PHGY 212D1/D2.
 Note: For students in a Physiology program, PHGY 212 should be taken concurrently with PHGY 209.
 
 1.000 Credit hours 
 
 Schedule Types: Lecture, Laboratory, Midterm Exam 
 All Sections for this Course 
 
 Faculty of Science 
 Physiology Department";Exercises illustrating fundamental principles in physiology: Biological Signals Acquisitions, Blood, Immunology, Neurophysiology, Neuromuscular Physiology. ;;;;4829;PHGY;212;Lecture;10;Melissa Ann Vollrath, Mladen I  Glavinovic;Active
280;PHGY 311 ;Channels, Synapses and Hormones.;"In-depth presentation of experimental results and hypotheses on cellular communication in the nervous system and the endocrine system. 
 
 Fall
 3 hours of lectures per week; 1-3 hours optional lab/demonstration/tutorial arranged for a maximum of 3 afternoons per term
 Prerequisite: PHGY 209 or permission of the instructor.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Class Test, Midterm Exam 
 
 Faculty of Science 
 Physiology Department";In-depth presentation of experimental results and hypotheses on cellular communication in the nervous system and the endocrine system. ;PHGY 209 or permission of the instructor.; Fall;;4836;PHGY;311;Lecture;30;Reza  Sharif Naeini, Ellis  Cooper, Per Jesper  Sjostrom, Arjun  Krishnaswamy;Active
281;PHGY 314 ;Integrative Neuroscience.;"In depth presentation of experimental results and hypotheses underlying our current understanding of how single neurons and ensembles of neurons encode sensory information, generate movement, and control cognitive functions such as emotion, learning, and memory, during voluntary behaviours. 
 
 Fall
 3 hours of lectures per week
 Prerequisites: PHGY 209
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam 
 
 Faculty of Science 
 Physiology Department";In depth presentation of experimental results and hypotheses underlying our current understanding of how single neurons and ensembles of neurons encode sensory information, generate movement, and control cognitive functions such as emotion, learning, and memory, during voluntary behaviours. ;PHGY 209; Fall;;4837;PHGY;314;Lecture;30;Suresh  Krishna, Maurice Jacques Elie Chacron, Stephen  Lomber, Mark  Brandon, Amir  Shmuel, Christopher Charles Pack, Melissa Ann Vollrath;Active
282;PHGY 359D1 ;Tutorial in Physiology.;"The course consists of regularly scheduled meetings between each individual student and a chosen staff member, to consider current problems in biomedical research and to develop background for a research project to be carried out in U3. Brief written summaries of each meeting are required. 
 
 Fall
 Prerequisites: PHGY 209 and PHGY 210 or equivalent.
 Corequisites: PHGY 311, PHGY 312 and PHGY 313.
 Restriction: Enrolment restricted to Honours Physiology students
 Students must register for both PHGY 359D1 and PHGY 359D2.
 No credit will be given for this course unless both PHGY 359D1 and PHGY 359D2 are successfully completed in consecutive terms
 
 0.500 Credit hours 
 
 Schedule Types: Lecture 
 
 Faculty of Science 
 Physiology Department";The course consists of regularly scheduled meetings between each individual student and a chosen staff member, to consider current problems in biomedical research and to develop background for a research project to be carried out in U3. Brief written summaries of each meeting are required. ;PHGY 209 and PHGY 210 or equivalent.; Fall;;5861;PHGY;359D1;Lecture;5;TBA;Active
283;PHGY 425 ;Analyzing Physiological Systems.;"An introduction to quantitative analysis of physiological data, both to the mode of thinking and to a set of tools that allows accurate predictions of biological systems. Examples will range from oscillating genetic networks to understanding higher brain function. Modelling and data analysis through examples and exercises will be emphasized. 
 
 Prerequisite: PHGY 311, PHGY 314, BIOL 200 or permission from instructor.
 Note: Enrolment limited to 20 students.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Laboratory 
 
 Faculty of Science 
 Physiology Department";An introduction to quantitative analysis of physiological data, both to the mode of thinking and to a set of tools that allows accurate predictions of biological systems. Examples will range from oscillating genetic networks to understanding higher brain function. Modelling and data analysis through examples and exercises will be emphasized. ;PHGY 311, PHGY 314, BIOL 200 or permission from instructor.;;;4839;PHGY;425;Lecture;30;Mladen I  Glavinovic, Pouya  Bashivan, Erik P. Cook, Curtis L  Baker;Active
284;PHGY 451 ;Advanced Neurophysiology.;"Topics of current interest in neurophysiology including the development of neurons and synapses, physiology of ionic channels, presynaptic and postsynaptic events in synaptic transmission and neuronal interactions in CNS function. 
 
 Fall
 3 hours lecture
 Prerequisite: PHGY 311 or equivalent
 Restriction: Departmental approval required
 
 3.000 Credit hours 
 
 Schedule Types: Lecture 
 
 Faculty of Science 
 Physiology Department";Topics of current interest in neurophysiology including the development of neurons and synapses, physiology of ionic channels, presynaptic and postsynaptic events in synaptic transmission and neuronal interactions in CNS function. ; PHGY 311 or equivalent; Fall;;4840;PHGY;451;Lecture;30;Monroe W  Cohen, Ellis  Cooper, Aparna  Suvrathan, Maurice Jacques Elie Chacron, Charles W  Bourque;Active
285;PHGY 459D1 ;Physiology Seminar.;"Discussion of topics in mammalian, cellular and molecular physiology. Students will be required to write one essay and make at least one oral presentation per term. A final course essay is required. 
 
 Fall
 2 hours seminar
 Prerequisite: permission of instructors
 Required course for U3 Honours students.
 Students must register for both PHGY 459D1 and PHGY 459D2.
 No credit will be given for this course unless both PHGY 459D1 and PHGY 459D2 are successfully completed in consecutive terms
 
 3.000 Credit hours 
 
 Schedule Types: Final Exam, Seminar 
 
 Faculty of Science 
 Physiology Department";"Discussion of topics in mammalian, cellular and molecular physiology. Students will be required to write one essay and make at least one oral presentation per term. A final course essay is required. 
 ";permission of instructors; Fall;;5863;PHGY;459D1;Seminar;30;John W  Hanrahan, Alvin  Shrier, Claire  Brown, John H  White, Gergely  Lukacs, Monroe W  Cohen;Active
286;PHGY 488 ;Stem Cell Biology.;"The main concepts in stem cell biology: embryonic stem cells, induced pluripotent stem cells, cancer stem cells, stem cells populations of many adult tissues, applications of stem cell biology and ethical issues surrounding stem cell use in research and medicine. The major experimental methods and laboratory techniques in stem cell biology. 
 
 Prerequisite(s): PHGY 313 or by permission of instructor.
 Restriction(s): Registration is on a first-come, first-served basis.
 Restriction(s): Not open to students who are taking or have taken ANAT 416.
 Critical reading of peer-reviewed journal papers, practice in oral presentations of scientific material and participation in group discussions.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture 
 
 Faculty of Science 
 Physiology Department";The main concepts in stem cell biology: embryonic stem cells, induced pluripotent stem cells, cancer stem cells, stem cells populations of many adult tissues, applications of stem cell biology and ethical issues surrounding stem cell use in research and medicine. The major experimental methods and laboratory techniques in stem cell biology. ;PHGY 313 or by permission of instructor.;;;4841;PHGY;488;Lecture;30;Katie  Cockburn, Natasha  Chang, Brenden Naro Moeun, Anastasia  Nijnik, Kolja  Eppert, William  Pastor, Anie  Philip, Nicoletta  Eliopoulos, Alexander  Gregorieff, Carl Philip Ernst, Stefano  Stifani;Active
287;PHGY 508 ;Advanced Renal Physiology.;"Advanced concepts in selected areas of kidney physiology, including the glomerulus, renal cell biology, kidney development, membrane and epithelial transport, hormones and autacoids, kidney transplantation, bioengineering and regenerative medicine. 
 
 Fall. Offered in conjunction with the Department of Medicine.
 Prerequisite (Undergraduate): PHGY 312 or the equivalent
 Restriction: Open to advanced undergraduate and graduate students
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam 
 
 Faculty of Science 
 Physiology Department";Advanced concepts in selected areas of kidney physiology, including the glomerulus, renal cell biology, kidney development, membrane and epithelial transport, hormones and autacoids, kidney transplantation, bioengineering and regenerative medicine. ; PHGY 312 or the equivalent; Fall;;4842;PHGY;508;Lecture;30;Andrey V E  Cybulsky, Ahsan  Alam, Elena  Torban, Tomoko  Takano, Serge  Lemay, Dana  Baran, Ernesto L  Schiffrin, Bernard  Unikowsky, John W  Hanrahan, Tiina  Podymow, Indra  Gupta;Active
288;PHGY 515 ;Blood-Brain Barrier in Health and Disease.;"Molecular and cellular mechanisms underlying the organization and regulation of the blood-brain barrier, highlighting neurological diseases associated with the blood-brain barrier breakdown and give an overview of experimental approaches to study blood-brain barrier. 
 
 Fall
 1.5 hours Lecture and 1.5 hours Seminar weekly
 Prerequisite: PHGY 313 or PHGY 314 and permission of the instructor
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Seminar 
 
 Faculty of Science 
 Physiology Department";Molecular and cellular mechanisms underlying the organization and regulation of the blood-brain barrier, highlighting neurological diseases associated with the blood-brain barrier breakdown and give an overview of experimental approaches to study blood-brain barrier. ; PHGY 313 or PHGY 314 and permission of the instructor; Fall;;4843;PHGY;515;Lecture;30;Maria  Prager-Khoutorsky, Ji  Zhang, Jo Anne  Stratton, David  Rudko, Roberto Jose Diaz, Edith  Hamel, Alexey  Kostikov;Active
289;PHGY 518 ;Artificial Cells.;"Physiology, biotechnology, chemistry and biomedical application of artificial cells, blood substitutes, immobilized enzymes, microorganisms and cells, hemoperfusion, artificial kidneys, and drug delivery systems. PHGY 517 and PHGY 518 when taken together, will give a complete picture of this field. However, the student can select one of these. 
 
 Fall
 Prerequisite (Undergraduate): permission of instructors.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture 
 
 Faculty of Science 
 Physiology Department";"Physiology, biotechnology, chemistry and biomedical application of artificial cells, blood substitutes, immobilized enzymes, microorganisms and cells, hemoperfusion, artificial kidneys, and drug delivery systems. PHGY 517 and PHGY 518 when taken together, will give a complete picture of this field. However, the student can select one of these. 
 ";; Fall;;4844;PHGY;518;Lecture;30;Thomas Ming Swi  Chang, Dominique  Shum-Tim, Guojun  Chen, Corinne  Hoesli, Satya  Prakash;Active
290;PHGY 520 ;Ion Channels.;"A discussion of the principal theories and interesting new developments in the study of ion channels. Based on a textbook, computer exercises and critical reading and presentation of research papers. Topics include: Properties of voltage-and ligand-gated channels, single channel analysis, structure and function of ion channels. 
 
 Winter
 Offered in even numbered years
 1 1/2 hour lecture, 1 1/2 hour seminar
 Prerequisite: PHGY 311 
 Priority to Graduate and Honours students; others by permission of instructors.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Seminar 
 All Sections for this Course 
 
 Faculty of Science 
 Physiology Department";A discussion of the principal theories and interesting new developments in the study of ion channels. Based on a textbook, computer exercises and critical reading and presentation of research papers. Topics include: Properties of voltage-and ligand-gated channels, single channel analysis, structure and function of ion channels. ;PHGY 311 ;Winter; Schedule Types: Lecture; Seminar ;PHGY;520;Lecture;30;Reza  Sharif Naeini, Derek  Bowie, John W  Hanrahan, Philippe  Seguela, David S  Ragsdale, Alvin  Shrier;Active
292;PHGY 524 ;Chronobiology.;"An introduction to the field of chronobiology. The aim is to provide basic instruction on different types of biological rhythms, with particular focus on circadian rhythms. 
 
 Prerequisites: PHGY 209 and PHGY 210 (or NSCI 200 and NSCI 201), and a relevant 300-level course (PHGY 311, or PHGY 314, or PSYC 318, or BIOC 311, or other, with permission of course coordinator).
 Restriction: Course for senior undergraduate (U3) and graduate students
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Seminar, Midterm Exam 
 All Sections for this Course 
 
 Faculty of Science 
 Physiology Department";An introduction to the field of chronobiology. The aim is to provide basic instruction on different types of biological rhythms, with particular focus on circadian rhythms. ;PHGY 209 and PHGY 210 (or NSCI 200 and NSCI 201), and a relevant 300-level course (PHGY 311, or PHGY 314, or PSYC 318, or BIOC 311, or other, with permission of course coordinator).;;;4847;PHGY;524;Lecture;30;Nicolas  Cermakian, Kai-Florian  Storch, Daniel  Bernard;Active
294;PHGY 550 ;Molecular Physiology of Bone.;"Students will develop a working knowledge of cartilage and bone. Discussion topics will include: molecular and cellular environment of bone; heritable and acquired skeletal defects; research models used to study metabolic bone disease. 
 
 Fall
 1 hour of lecture, 2 hours of seminar per week
 Prerequisites: PHGY 311, and BIOL 202 or equivalent 
 Restriction: U3 Physiology students, and graduate students in biomedical departments; others by permission of the instructor
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Seminar 
 All Sections for this Course 
 
 Faculty of Science 
 Physiology Department";"Students will develop a working knowledge of cartilage and bone. Discussion topics will include: molecular and cellular environment of bone; heritable and acquired skeletal defects; research models used to study metabolic bone disease. ";PHGY 311, and BIOL 202 or equivalent ; Fall;;4849;PHGY;550;Lecture;30;Josephine Tabea  Tauer, Monzur  Murshed, Svetlana  Komarova, Pierre  Moffatt, Frank  Rauch, Juliana  Marulanda Montoya, Mathieu  Ferron, Bettina Maria Willie, Peter Michael Siegel;Active
296;PHYS 101 ;Introductory Physics - Mechanics.;"An introductory course in physics without calculus, covering mechanics (kinematics, dynamics, energy, and rotational motion), oscillations and waves, sound, light, and wave optics. 
 
 Fall
 3 hours lectures; 2 hours laboratory; tutorial sessions
 Restriction: Not open to students taking or having taken PHYS 131, CEGEP objective 00UR or equivalent
 Laboratory sections have limited enrolment
 
 4.000 Credit hours 
 
 Schedule Types: Lecture, Laboratory, Midterm Exam, Optional Tutorial 
 All Sections for this Course 
 
 Faculty of Science 
 Physics Department";An introductory course in physics without calculus, covering mechanics (kinematics, dynamics, energy, and rotational motion), oscillations and waves, sound, light, and wave optics. ;; Fall;;4925;PHYS;101;Lecture;40;Lilian  Childress;Active
297;PHYS 131 ;Mechanics and Waves.;"The basic laws and principles of Newtonian mechanics; oscillations, waves, and wave optics. 
 
 Fall
 3 hours lectures; 1 hour tutorial, 3 hours laboratory in alternate weeks; tutorial sessions
 Corequisite: MATH 139 or higher level calculus course.
 Restriction(s): Not open to students who have taken or are taking PHYS 101, or who have taken CEGEP objective 00UR or equivalent.
 Laboratory sections have limited enrolment
 
 4.000 Credit hours 
 
 Schedule Types: Lecture, Laboratory, Midterm Exam, Optional Tutorial 
 All Sections for this Course 
 
 Faculty of Science 
 Physics Department";"The basic laws and principles of Newtonian mechanics; oscillations, waves, and wave optics. ";; Fall;;4945;PHYS;131;Lecture;40;Kenneth J  Ragan;Active
298;PHYS 180 ;Space, Time and Matter.;"A nonmathematical, conceptual look at physics, beginning with the idea of space and time, continuing with the historical development of Newtonian mechanics of celestial motion, electricity and magnetism, ether and light, Einstein's special and general theories of relativity, quantum mechanics, matter and antimatter, cosmology and the big bang. 
 
 Fall
 3 hours lectures
 Restrictions: Not open to students in a Physics program. Not open to students who have taken PHYS 200.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam 
 
 Faculty of Science 
 Physics Department";A nonmathematical, conceptual look at physics, beginning with the idea of space and time, continuing with the historical development of Newtonian mechanics of celestial motion, electricity and magnetism, ether and light, Einstein's special and general theories of relativity, quantum mechanics, matter and antimatter, cosmology and the big bang. ;; Fall;;4957;PHYS;180;Lecture;30;Robert Edward Rutledge;Active
299;PHYS 182 ;Our Evolving Universe.;"An elementary course on astronomy and astrophysics. Positional astronomy and finding your way about the sky. Our evolving picture of the universe. Properties and origins of the solar system. The Big Bang and modern cosmology. 
 
 Fall
 Restriction: Not open to students in a Physics program. Not open to students who have taken PHYS 204 or PHYS 205.
 
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam 
 
 Faculty of Science 
 Physics Department";An elementary course on astronomy and astrophysics. Positional astronomy and finding your way about the sky. Our evolving picture of the universe. Properties and origins of the solar system. The Big Bang and modern cosmology. ;; Fall;;4958;PHYS;182;Lecture;30;Matthew Adam  Dobbs;Active
300;PHYS 224 ;Physics of Music.;"An introduction to the physics of music. Properties of sound and their perception as pitch, loudness, and timbre. Dissonance, consonance, and musical intervals and tuning. Physics of sound propagation and reflection. Resonance. Acoustic properties of pipes, strings, bars, and membranes, and sound production in wind, string, and percussion instruments. The human voice. Room reverberation and acoustics. Directional characteristics of sound sources. 
 
 Fall
 3 hours lectures
 Designed for students in the Faculty of Music but suitable for students with an interest in music and its physical basis.
 Restriction: Not open to students who have taken PHYS 225
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam 
 
 Faculty of Science 
 Physics Department";"An introduction to the physics of music. Properties of sound and their perception as pitch, loudness, and timbre. Dissonance, consonance, and musical intervals and tuning. Physics of sound propagation and reflection. Resonance. Acoustic properties of pipes, strings, bars, and membranes, and sound production in wind, string, and percussion instruments. The human voice. Room reverberation and acoustics. Directional characteristics of sound sources. 
 ";; Fall;;4959;PHYS;224;Lecture;30;Jack Clayton Childress;Active
301;PHYS 230 ;Dynamics of Simple Systems.;"Translational motion under Newton's laws; forces, momentum, work/energy theorem. Special relativity; Lorentz transforms, relativistic mechanics, mass/energy equivalence. Topics in rotational dynamics. Noninertial frames. 
 
 Fall
 3 hours lectures
 Prerequisite: CEGEP Physics or PHYS 131.
 Corequisite: MATH 222
 Restriction: Not open to students taking or having passed PHYS 251
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam, Tutorial 
 
 Faculty of Science 
 Physics Department";"Vector and scalar potentials; plane waves in homogeneous media; refraction and reflection; guided waves; radiation from simple systems; dipole and quadrupole radiation; introduction to fields of moving charges; synchrotron radiation; Bremsstrahlung. ";CEGEP Physics or PHYS 131.; Fall;;4960;PHYS;230;Lecture;30;Hong  Guo;Active
302;PHYS 242 ;Electricity and Magnetism.;"Properties of electromagnetic fields, dipole and quadropole fields and their interactions, chemical binding of molecules, electromagnetic properties of materials, Maxwell's equations and properties of electromagnetic waves, propagation of waves in media. 
 
 Fall
 2 hours lectures
 Prerequisites: CEGEP Physics, MATH 222 
 
 2.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Optional Tutorial 
 
 Faculty of Science 
 Physics Department";Properties of electromagnetic fields, dipole and quadropole fields and their interactions, chemical binding of molecules, electromagnetic properties of materials, Maxwell's equations and properties of electromagnetic waves, propagation of waves in media. ;CEGEP Physics, MATH 222 ; Fall;;4961;PHYS;242;Lecture;20;Hsin Cynthia  Chiang;Active
303;PHYS 251 ;Honours Classical Mechanics 1.;"Newton's laws, work energy, angular momentum. Harmonic oscillator, forced oscillations. Inertial forces, rotating frames. Central forces, centre of mass, planetary orbits, Kepler's laws. 
 
 Fall
 3 hours lectures
 Prerequisite: CEGEP physics or PHYS 131.
 Corequisite: MATH 222
 Restriction: Not open to students taking or having taken PHYS 230.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam 
 
 Faculty of Science 
 Physics Department";"Neural mechanisms of animal behaviour; neuroethology; cellular neurophysiology, integrative networks within nervous systems; neural control of movement; processing of sensory information. 
 "; CEGEP physics or PHYS 131.; Fall;;4962;PHYS;251;Lecture;30;Charles  Gale;Active
304;PHYS 253 ;Thermal Physics.;"Energy, work, heat; first law. Temperature, entropy; second law. Absolute zero; third law. Equilibrium, equations of state, gases, liquids, solids, magnets; phase transitions. 
 
 Fall
 3 hours lectures
 Prerequisites: CEGEP physics or PHYS 131, and CEGEP chemistry or CHEM 120.
 Corequisite: MATH 222
 Restriction: Not open to students taking or having taken PHYS 232.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam 
 
 Faculty of Science 
 Physics Department";"Energy, work, heat; first law. Temperature, entropy; second law. Absolute zero; third law. Equilibrium, equations of state, gases, liquids, solids, magnets; phase transitions. ";CEGEP physics or PHYS 131, and CEGEP chemistry or CHEM 120.; Fall;;4963;PHYS;253;Lecture;30;Dominic  Ryan;Active
305;PHYS 257 ;Experimental Methods 1.;"Introductory laboratory work and data analysis as related to mechanics, optics and thermodynamics. Introduction to computers as they are employed for laboratory work, for data analysis and for numerical computation. Previous experience with computers is an asset, but is not required. 
 
 Fall
 6 hours of laboratory and classroom work
 Corequisite: PHYS 230 or PHYS 251 
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Laboratory, Midterm Exam 
 All Sections for this Course 
 
 Faculty of Science 
 Physics Department";Introductory laboratory work and data analysis as related to mechanics, optics and thermodynamics. Introduction to computers as they are employed for laboratory work, for data analysis and for numerical computation. Previous experience with computers is an asset, but is not required. ;PHYS 230 or PHYS 251 ; Fall;;4964;PHYS;257;Lecture;30;Brigitte  Vachon;Active
306;PHYS 260 ;Modern Physics and Relativity.;"History of special relativity; Lorentz transformations: kinematics and dynamics; transformation of electric and magnetic forces; introduction to topics in modern physics. 
 
 Fall
 3 hours lectures
 Prerequisite: CEGEP physics or PHYS 142.
 Corequisite: MATH 222
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Tutorial 
 
 Faculty of Science 
 Physics Department";"History of special relativity; Lorentz transformations: kinematics and dynamics; transformation of electric and magnetic forces; introduction to topics in modern physics. ";CEGEP physics or PHYS 142.; Fall;;4968;PHYS;260;Lecture;30;Adrian C. Liu;Active
